Harga,Tahun,Jarak_km,CC_mid,Usia_mobil,Merek,Model,Varian,Tipe bahan bakar,Transmisi,Tipe bodi,Sistem Penggerak,Warna,Tipe Penjual,KotaKab,Provinsi,Nama Bursa Mobil
120000000.0,2005.0,217500.0,2500.0,20.0,Ford,Everest,XLT,Diesel,Manual,SUV,4X4,Hitam,Individu,Lombok Barat Kab.,Nusa Tenggara Barat,nan
495000000.0,2014.0,22500.0,1750.0,11.0,Mercedes-Benz,CLA-Class,CLA200,Bensin,Automatic,Hatchback,Rear Wheel Drive (RWD),Merah,Diler,Jakarta Selatan,Jakarta D.K.I.,Bursa Mobil Bintaro
164000000.0,2016.0,37500.0,1250.0,9.0,Suzuki,Ertiga,Dreza,Bensin,Manual,Minibus,Front Wheel Drive (FWD),Abu-abu,nan,Surabaya Kota,Jawa Timur,nan
38000000.0,1992.0,17500.0,1750.0,33.0,BMW,Serie 3,318i,Bensin,Manual,Sedan,Front Wheel Drive (FWD),Marun,Individu,Semarang Kota,Jawa Tengah,Carsentro Semarang
63000000.0,2004.0,157500.0,1250.0,21.0,Chevrolet,Aveo,LT,Bensin,Automatic,Compact & City Car,4X2,Silver,Individu,Bandung Barat Kab.,Jawa Barat,nan
188000000.0,2014.0,62500.0,1250.0,11.0,Honda,Freed,1.5,Bensin,Automatic,Minibus,nan,Hitam,Individu,Tasikmalaya Kota,Jawa Barat,nan
241700000.0,2019.0,2500.0,,6.0,Mitsubishi,Xpander,nan,Bensin,Manual,nan,nan,Putih,nan,Denpasar Kota,Bali,nan
70000000.0,2005.0,300000.0,1250.0,20.0,Suzuki,APV,GX,Bensin,Manual,Minibus,4X2,Silver,Individu,Malang Kota,Jawa Timur,nan
179000000.0,2015.0,52500.0,1250.0,10.0,Mazda,2,GT,Bensin,Automatic,Hatchback,Front Wheel Drive (FWD),Putih,Diler,Jakarta Barat,Jakarta D.K.I.,Bursa Mobil Mangga Dua Square
235000000.0,2014.0,67500.0,2500.0,11.0,Hyundai,Santa Fe,Petrol,Bensin,Automatic,SUV,4X2,Coklat,Individu,Jakarta Selatan,Jakarta D.K.I.,Bursa Mobil POSH Bekasi
127500000.0,2009.0,62500.0,2500.0,16.0,Suzuki,Grand vitara,Lain-lain,Bensin,Automatic,Jeep,Rear Wheel Drive (RWD),Hitam,Individu,Pasuruan Kota,Jawa Timur,nan
200000000.0,2016.0,22500.0,2500.0,9.0,Isuzu,Elf Minibus,2.8 Minibus Diesel,Diesel,Manual,Bus,All Wheel Drive (AWD),Silver,Individu,Jakarta Timur,Jakarta D.K.I.,nan
890000000.0,2010.0,72500.0,3000.0,15.0,Toyota,Land Cruiser,4.5 V8 Diesel,Diesel,Automatic Triptonic,SUV,4X4,Hitam,Diler,Jakarta Selatan,Jakarta D.K.I.,Bursa Otomotif Sunter
117000000.0,2013.0,102500.0,1250.0,12.0,Toyota,Avanza,E,Bensin,Manual,SUV,Rear Wheel Drive (RWD),Silver,Individu,Medan Kota,Sumatra Utara,nan
95000000.0,2014.0,47500.0,1250.0,11.0,Mitsubishi,Mirage,Exceed,Bensin,Automatic,nan,nan,Putih,Diler,Jakarta Selatan,Jakarta D.K.I.,nan
1250000000.0,2016.0,27500.0,3000.0,9.0,Infiniti,QX,QX80 5.6 AWD,Bensin,Automatic Triptonic,Jeep,4X4,Hitam,Diler,Jakarta Utara,Jakarta D.K.I.,nan
57000000.0,2006.0,52500.0,1250.0,19.0,KIA,Picanto,M/T,Bensin,Manual,Compact & City Car,All Wheel Drive (AWD),Hitam,nan,Medan Kota,Sumatra Utara,nan
33500000.0,2002.0,112500.0,1000.0,23.0,Daewoo,Matiz,0.8,Bensin,Manual,Compact & City Car,Front Wheel Drive (FWD),Coklat,Individu,Yogyakarta Kota,Yogyakarta D.I.,nan
171000000.0,2012.0,97500.0,2500.0,13.0,Isuzu,Panther,Grand Touring,Diesel,Manual,MPV,4X2,Emas,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Mobil WTC Mangga Dua
105000000.0,2014.0,37500.0,,11.0,Toyota,Etios Valco,Lain-lain,Bensin,Manual,nan,nan,Putih,Diler,Gresik Kab.,Jawa Timur,nan
31000000.0,2011.0,42500.0,1250.0,14.0,Geely,MK 2,1.5 NA,Bensin,Manual,Hatchback,Front Wheel Drive (FWD),Putih,Individu,Malang Kota,Jawa Timur,nan
225000000.0,2018.0,42500.0,1750.0,7.0,Mitsubishi,Xpander,ULTIMATE A/T,Bensin,Automatic,MPV,Front Wheel Drive (FWD),Hitam,Individu,Bekasi Kota,Jawa Barat,nan
32000000.0,1998.0,32500.0,1750.0,27.0,Peugeot,306,LeMans,Bensin,Manual,Sedan,4X2,Silver,nan,Kulon Progo Kab.,Yogyakarta D.I.,nan
125000000.0,2016.0,52500.0,3000.0,9.0,Mitsubishi,L300,Pick Up,Diesel,Manual,Pick-up,4X2,Hitam,Individu,Jakarta Pusat,Jakarta D.K.I.,nan
99000000.0,2015.0,67500.0,1250.0,10.0,Chevrolet,Spin,nan,Bensin,Manual,MPV,nan,Hitam,nan,Jakarta Selatan,Jakarta D.K.I.,nan
536000000.0,2019.0,2500.0,,6.0,Nissan,Terrano,nan,Diesel,Automatic,nan,nan,Lainnya,nan,Bandung Kota,Jawa Barat,nan
85000000.0,2012.0,87500.0,1250.0,13.0,Nissan,Grand livina,nan,Bensin,Automatic,SUV,4X2,Silver,Diler,Sleman Kab.,Yogyakarta D.I.,nan
850000000.0,2015.0,2500.0,2500.0,10.0,Jeep,Cherokee,Limited,Bensin,Automatic Triptonic,SUV,4X4,Putih,Diler,Bekasi Kota,Jawa Barat,Bursa Mobil POSH Bekasi
83000000.0,2006.0,157500.0,2500.0,19.0,Nissan,X-Trail,Lain-lain,Bensin,Automatic,Jeep,4X2,Hitam,Individu,Bandung Kota,Jawa Barat,nan
45000000.0,1995.0,147500.0,1750.0,30.0,Mitsubishi,Lancer,1.8 GLXi,Bensin,Manual,Sedan,4X2,Silver,Individu,Pandeglang Kab.,Banten,nan
105000000.0,2018.0,27500.0,,7.0,DFSK (Dongfeng Sokon),Super Cab,1.5L,Bensin,Manual,Pick-up,4X2,Putih,Individu,Bandung Barat Kab.,Jawa Barat,nan
51000000.0,1997.0,87500.0,1750.0,28.0,Toyota,Kijang,LSX,Bensin,Manual,Minibus,Rear Wheel Drive (RWD),Hijau,Individu,Purwakarta Kab.,Jawa Barat,Bursa Mobil POSH Bekasi
50000000.0,2001.0,182500.0,1750.0,24.0,Audi,Audi A3,Sportback,Bensin,Automatic,Hatchback,Front Wheel Drive (FWD),Biru,Individu,Tangerang Kota,Banten,nan
715000000.0,2010.0,17500.0,3000.0,15.0,Cadillac,Escalade,V8 6.2,Bensin,Automatic,Jeep,Rear Wheel Drive (RWD),Putih,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Otomotif Sunter
212000000.0,2013.0,132500.0,2500.0,12.0,Isuzu,Elf Minibus,2.8 Minibus Diesel,Diesel,Manual,Bus,Rear Wheel Drive (RWD),Putih,Individu,Kediri  Kab.,Jawa Timur,nan
193000000.0,2016.0,57500.0,1250.0,9.0,Mazda,2,GT,Bensin,Automatic,Hatchback,Front Wheel Drive (FWD),Merah,nan,Jakarta Selatan,Jakarta D.K.I.,nan
145000000.0,2016.0,157500.0,1250.0,9.0,Honda,Mobilio,S,Bensin,Manual,Double Cabin,nan,Abu-abu,Individu,Semarang Kota,Jawa Tengah,nan
135000000.0,2013.0,87500.0,,12.0,Subaru,Forester,2.0,Bensin,Automatic,nan,All Wheel Drive (AWD),Abu-abu,Individu,Jakarta Barat,Jakarta D.K.I.,nan
59500000.0,2005.0,152500.0,1250.0,20.0,KIA,Picanto,M/T,Bensin,Manual,Compact & City Car,4X2,Oranye,Individu,Sukoharjo Kab.,Jawa Tengah,nan
72000000.0,2015.0,47500.0,1250.0,10.0,Datsun,Go,Panca T Active,Bensin,Manual,Compact & City Car,4X2,Abu-abu,Individu,Bandung Kota,Jawa Barat,nan
105000000.0,2012.0,107500.0,1250.0,13.0,Daihatsu,Xenia,R 1.3 Sporty,Bensin,Manual,Minibus,Rear Wheel Drive (RWD),Silver,Individu,Tangerang Kab.,Banten,Bursa Mobil Karawaci
120000000.0,2013.0,57500.0,1250.0,12.0,Mazda,2,R,Bensin,Automatic,Hatchback,Front Wheel Drive (FWD),Putih,Individu,Bandung Kota,Jawa Barat,nan
122000000.0,2019.0,7500.0,1250.0,6.0,DFSK (Dongfeng Sokon),Super Cab,1.5L,Bensin,Manual,Pick-up,Front Wheel Drive (FWD),Putih,Individu,Jakarta Selatan,Jakarta D.K.I.,Bursa Mobil Blok M Square
568000000.0,2012.0,27500.0,1750.0,13.0,Mercedes-Benz,SLK-Class,SLK200,Bensin,Automatic,Convertible,Rear Wheel Drive (RWD),Merah,Individu,Jakarta Utara,Jakarta D.K.I.,Bursa Otomotif Sunter
89000000.0,2011.0,77500.0,1000.0,14.0,Daihatsu,Xenia,Li Sporty,Bensin,Manual,Minibus,All Wheel Drive (AWD),Hitam,Individu,Palembang Kota,Sumatra Selatan,nan
89000000.0,2000.0,82500.0,3000.0,25.0,Mercedes-Benz,E-Class,E320,Bensin,Automatic,Sedan,Rear Wheel Drive (RWD),Hitam,Individu,Bandung Kota,Jawa Barat,nan
54000000.0,2005.0,152500.0,1250.0,20.0,Daihatsu,Xenia,R 1.3 DLX,Bensin,Manual,Minibus,4X2,Coklat,Individu,Tangerang Selatan Kota,Banten,nan
125000000.0,2007.0,97500.0,2500.0,18.0,Ford,Ranger,XLT-D,Diesel,Manual,Double Cabin,4X4,Silver,Diler,Jakarta Utara,Jakarta D.K.I.,Pasar Mobil Kemayoran
133000000.0,2013.0,62500.0,1250.0,12.0,Nissan,Juke,RX,Bensin,Automatic Triptonic,nan,4X2,Merah,nan,Jakarta Barat,Jakarta D.K.I.,nan
72000000.0,2008.0,12500.0,1250.0,17.0,KIA,Picanto,A/T,Bensin,Automatic,Compact & City Car,4X2,Abu-abu,Individu,Yogyakarta Kota,Yogyakarta D.I.,nan
78000000.0,2002.0,87500.0,1750.0,23.0,Peugeot,307,Sporty XS,Bensin,Automatic Triptonic,Hatchback,Front Wheel Drive (FWD),Biru,Individu,Sukoharjo Kab.,Jawa Tengah,nan
132500000.0,2014.0,62500.0,,11.0,Toyota,Avanza,G,Bensin,Manual,nan,nan,Silver,nan,Malang Kota,Jawa Timur,nan
96000000.0,2014.0,42500.0,1250.0,11.0,Toyota,Etios,G,Bensin,Manual,Minibus,nan,Hitam,Diler,Tangerang Selatan Kota,Banten,nan
205000000.0,2018.0,7500.0,1250.0,7.0,Wuling,Cortez,1.8,Bensin,Manual,MPV,4X2,Hitam,nan,Gresik Kab.,Jawa Timur,Bursa Mobil BG Junction Surabaya
128000000.0,2017.0,37500.0,,8.0,Wuling,Confero S,S 1.5L,Bensin,Manual,nan,nan,Putih,Diler,Jakarta Utara,Jakarta D.K.I.,nan
595000000.0,2008.0,72500.0,3000.0,17.0,Land Rover,Range Rover Sport,V8 Supercharged,Bensin,Automatic Triptonic,Jeep,4X4,Putih,Diler,Jakarta Pusat,Jakarta D.K.I.,Pasar Mobil Kemayoran
86000000.0,2003.0,92500.0,3000.0,22.0,Hino,Dutro,Truck,Diesel,Manual,Truk,Rear Wheel Drive (RWD),Merah,Individu,Dumai Kota,Riau,nan
200000000.0,2014.0,142500.0,3000.0,11.0,Hino,Super Dolphin Profia,Lain-lain,Diesel,Manual,nan,nan,Biru,Individu,Gresik Kab.,Jawa Timur,nan
149000000.0,2014.0,57500.0,1250.0,11.0,Toyota,Avanza,Veloz,Bensin,Manual,Minibus,4X2,Hitam,Diler,Balikpapan Kota,Kalimantan Timur,Bursa Mobil Bintaro
67000000.0,2012.0,112500.0,1000.0,13.0,Suzuki,Karimun estillo,Lain-lain,Bensin,Manual,Compact & City Car,nan,Putih,Diler,Tangerang Kota,Banten,nan
196000000.0,2009.0,87500.0,3000.0,16.0,Lexus,GS,300,Bensin,Automatic Triptonic,Sedan,Rear Wheel Drive (RWD),Silver,Diler,Tangerang Selatan Kota,Banten,Bursa Mobil Summarecon Serpong
157000000.0,2013.0,47500.0,1250.0,12.0,Honda,Jazz,RS,Bensin,Automatic,Compact & City Car,4X2,Oranye,Individu,Sukoharjo Kab.,Jawa Tengah,nan
97000000.0,2002.0,97500.0,1750.0,23.0,Audi,Audi A3,Sportback,Bensin,Automatic Triptonic,Hatchback,Front Wheel Drive (FWD),Hitam,Individu,Jakarta Barat,Jakarta D.K.I.,nan
110000000.0,2013.0,67500.0,,12.0,Nissan,Grand livina,Lain-lain,Bensin,Manual,nan,nan,Silver,nan,Jakarta Timur,Jakarta D.K.I.,nan
145000000.0,2008.0,42500.0,1750.0,17.0,BMW,Serie 3,320i Business Edition,Bensin,Automatic Triptonic,Sedan,Rear Wheel Drive (RWD),Hitam,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
45000000.0,1992.0,87500.0,2500.0,33.0,Isuzu,Panther,2.3,Diesel,Manual,Pick-up,4X2,Hitam,Individu,Sidoarjo  Kab.,Jawa Timur,nan
130000000.0,2013.0,42500.0,1250.0,12.0,Suzuki,Ertiga,GX,Bensin,Manual,Minibus,Front Wheel Drive (FWD),Putih,Individu,Denpasar Kota,Bali,nan
209000000.0,2013.0,67500.0,1750.0,12.0,Honda,Civic,1.8L,Bensin,Automatic Triptonic,Sedan,Front Wheel Drive (FWD),Hitam,nan,Sleman Kab.,Yogyakarta D.I.,nan
115000000.0,2011.0,77500.0,,14.0,Daihatsu,Terios,TX,Bensin,Manual,nan,nan,Putih,nan,Sleman Kab.,Yogyakarta D.I.,nan
106000000.0,2013.0,57500.0,1250.0,12.0,Honda,Brio,S,Bensin,Automatic,Compact & City Car,Front Wheel Drive (FWD),Putih,nan,Bandung Kota,Jawa Barat,nan
55000000.0,1996.0,32500.0,1000.0,29.0,Suzuki,Katana,GX,Bensin,Manual,Jeep,4X2,Hijau,Individu,Malang Kota,Jawa Timur,nan
275800000.0,2019.0,2500.0,,6.0,Wuling,Lain-lain,nan,Bensin,Automatic,nan,nan,Lainnya,nan,Jakarta Barat,Jakarta D.K.I.,nan
112850000.0,2019.0,2500.0,,6.0,Daihatsu,Ayla,nan,Bensin,Manual,nan,nan,Lainnya,nan,Tangerang Kota,Banten,nan
42000000.0,1995.0,112500.0,2500.0,30.0,BMW,Serie 3,318i 2.0,Bensin,Manual,Sedan,Rear Wheel Drive (RWD),Marun,Diler,Tangerang Selatan Kota,Banten,nan
130000000.0,2017.0,27500.0,1750.0,8.0,Wuling,Confero S,S 1.5L LUX,Bensin,Manual,Minibus,4X2,Silver,Individu,Bengkulu Kota,Bengkulu,nan
490000000.0,2009.0,12500.0,1750.0,16.0,Mercedes-Benz,SLK-Class,SLK200K,Bensin,Automatic Triptonic,Convertible,Rear Wheel Drive (RWD),Hitam,Diler,Surabaya Kota,Jawa Timur,nan
148000000.0,2012.0,87500.0,1750.0,13.0,Chevrolet,Captiva,Lain-lain,Diesel,Automatic Triptonic,SUV,Front Wheel Drive (FWD),Hitam,Individu,Bandung Kota,Jawa Barat,nan
115000000.0,2007.0,137500.0,2500.0,18.0,Mercedes-Benz,CLA-Class,Lain-lain,Bensin,Automatic,Sedan,4X2,Hitam,Individu,Jakarta Timur,Jakarta D.K.I.,nan
220000000.0,2013.0,77500.0,2500.0,12.0,Mazda,CX-5,Grand Touring,Bensin,Automatic Triptonic,SUV,Front Wheel Drive (FWD),Hitam,Diler,Jakarta Selatan,Jakarta D.K.I.,nan
85000000.0,2015.0,42500.0,1250.0,10.0,Daihatsu,Ayla,X,Bensin,Manual,Compact & City Car,Front Wheel Drive (FWD),Merah,nan,Bandung Kota,Jawa Barat,nan
145000000.0,2014.0,72500.0,1250.0,11.0,Toyota,Avanza,G Luxury,Bensin,Manual,Minibus,4X2,Hitam,nan,Gianyar Kab.,Bali,nan
125000000.0,2012.0,72500.0,1750.0,13.0,KIA,Sportage,EX,Bensin,Manual,SUV,4X2,Silver,Individu,Jakarta Timur,Jakarta D.K.I.,nan
90000000.0,2003.0,142500.0,2500.0,22.0,Honda,Odyssey,2.4L Prestige,Bensin,Automatic Triptonic,MPV,Front Wheel Drive (FWD),Hitam,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
121000000.0,2008.0,117500.0,,17.0,Honda,CR-V,nan,Bensin,Automatic,nan,nan,Hitam,Diler,Jakarta Timur,Jakarta D.K.I.,nan
1375000000.0,2018.0,2500.0,1750.0,7.0,Mercedes-Benz,C-Class,C300,Bensin,Automatic,Convertible,All Wheel Drive (AWD),Putih,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Otomotif Sunter
139600000.0,2013.0,82500.0,1250.0,12.0,Isuzu,Panther,LV,Diesel,Manual,Minibus,4X2,Silver,Individu,Bekasi Kota,Jawa Barat,nan
160000000.0,2012.0,87500.0,1250.0,13.0,Honda,Jazz,RS,Bensin,Automatic Triptonic,Hatchback,4X2,Silver,Diler,Surabaya Kota,Jawa Timur,nan
60000000.0,2000.0,82500.0,2500.0,25.0,BMW,Serie 5,528i E39 2.8,Bensin,Automatic Triptonic,Sedan,nan,Silver,Individu,Purwakarta Kab.,Jawa Barat,nan
100000000.0,2008.0,77500.0,2500.0,17.0,Isuzu,Panther,LM,Diesel,Manual,Minibus,Front Wheel Drive (FWD),Hitam,nan,Bekasi Kota,Jawa Barat,nan
125000000.0,2016.0,42500.0,1250.0,9.0,Mitsubishi,Mirage,GLS,Bensin,Automatic,Compact & City Car,Front Wheel Drive (FWD),Putih,Diler,Bandung Kota,Jawa Barat,nan
91000000.0,2013.0,112500.0,1250.0,12.0,Chevrolet,Spin,LTZ,Bensin,Automatic,MPV,Front Wheel Drive (FWD),Abu-abu,Individu,Bogor Kota,Jawa Barat,nan
96000000.0,2012.0,77500.0,1250.0,13.0,Nissan,Grand livina,Lain-lain,Bensin,Automatic,nan,nan,Silver,nan,Semarang Kota,Jawa Tengah,nan
305000000.0,2014.0,42500.0,2500.0,11.0,Toyota,Fortuner,TRD G Luxury,Diesel,Manual,SUV,4X2,Putih,Individu,Surabaya Kota,Jawa Timur,nan
20000000.0,1997.0,32500.0,1250.0,28.0,Timor,DOHC,1.5,Bensin,Manual,Sedan,Front Wheel Drive (FWD),Silver,Individu,Semarang Kab.,Jawa Tengah,nan
34500000.0,,300000.0,1250.0,,Mitsubishi,Colt,Lain-lain,Bensin,Manual,Pick-up,All Wheel Drive (AWD),Merah,Individu,Bantul Kab.,Yogyakarta D.I.,nan
269000000.0,2010.0,37500.0,,15.0,Mercedes-Benz,E-Class,E300,Bensin,Automatic,nan,nan,Hitam,nan,Surabaya Kota,Jawa Timur,nan
36500000.0,1997.0,42500.0,1750.0,28.0,Klasik dan Antik,Klasik dan Antik,nan,Bensin,Manual,SUV,Rear Wheel Drive (RWD),Putih,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
160000000.0,2014.0,77500.0,1250.0,11.0,Honda,Jazz,RS,Bensin,Automatic Triptonic,Hatchback,4X2,Putih,Diler,Batam Kota,Kepulauan Riau,nan
122000000.0,2015.0,42500.0,1250.0,10.0,Honda,Mobilio,S,Bensin,Manual,Hatchback,Front Wheel Drive (FWD),Abu-abu,Diler,Bandung Kota,Jawa Barat,nan
135000000.0,2010.0,82500.0,1250.0,15.0,Volkswagen,Golf,TSI,Bensin,Automatic,Hatchback,4X2,Putih,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Mobil WTC Mangga Dua
180000000.0,2016.0,27500.0,1250.0,9.0,Suzuki,SX4,Cross Over,Bensin,Automatic Triptonic,SUV,Front Wheel Drive (FWD),Abu-abu,Individu,Medan Kota,Sumatra Utara,nan
115000000.0,2017.0,47500.0,1250.0,8.0,Daihatsu,Sigra,1.2 R,Bensin,Automatic,MPV,Rear Wheel Drive (RWD),Silver,Individu,Surabaya Kota,Jawa Timur,nan
1685000000.0,2018.0,2500.0,1750.0,7.0,Jeep,Rubicon,Lain-lain,Bensin,Automatic Triptonic,Jeep,4X4,Hijau,Diler,Jakarta Timur,Jakarta D.K.I.,Bursa Mobil Kelapa Gading
102500000.0,2010.0,72500.0,1250.0,15.0,Toyota,Vios,G,Bensin,Automatic,Sedan,4X2,Abu-abu,Individu,Kab. Badung,Bali,nan
66000000.0,2000.0,242500.0,1750.0,25.0,Toyota,Kijang,SGX,Bensin,Manual,Minibus,4X4,Abu-abu,Individu,Bantul Kab.,Yogyakarta D.I.,nan
193800000.0,2019.0,17500.0,1750.0,6.0,Nissan,Livina,Lain-lain,Bensin,Automatic,MPV,Front Wheel Drive (FWD),Hitam,Individu,Bogor Kota,Jawa Barat,nan
295000000.0,2010.0,57500.0,2500.0,15.0,BMW,Serie 5,523i,Bensin,Automatic Triptonic,Sedan,Rear Wheel Drive (RWD),Hitam,Diler,Surabaya Kota,Jawa Timur,nan
155000000.0,2019.0,2500.0,1250.0,6.0,Wuling,Confero S,S 1.5C LUX PLUS,Bensin,Manual,MPV,4X2,Putih,Individu,Surabaya Kota,Jawa Timur,nan
82500000.0,2013.0,62500.0,1250.0,12.0,KIA,Picanto,A/T,Bensin,Automatic,Compact & City Car,Front Wheel Drive (FWD),Merah,Individu,Medan Kota,Sumatra Utara,nan
460000000.0,2013.0,42500.0,,12.0,Toyota,Vellfire,ZG,Bensin,Automatic Triptonic,MPV,nan,Putih,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Otomotif Sunter
185000000.0,2013.0,72500.0,2500.0,12.0,Mazda,Biante,2.0 SKYACTIV,Bensin,Automatic,MPV,nan,Hitam,Diler,Bekasi Kota,Jawa Barat,Bursa Mobil Mangga Dua Square
108000000.0,2014.0,57500.0,,11.0,Nissan,Grand livina,nan,Bensin,Automatic,nan,nan,Hitam,nan,Jakarta Utara,Jakarta D.K.I.,nan
355000000.0,2009.0,87500.0,3000.0,16.0,Mercedes-Benz,S-Class,S300 L,Bensin,Automatic,Sedan,4X4,Abu-abu,Individu,Tangerang Selatan Kota,Banten,nan
720000000.0,2015.0,57500.0,2500.0,10.0,BMW,X5,xDrive35i xLine,Bensin,Automatic Triptonic,nan,4X2,Hitam,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
118000000.0,2014.0,67500.0,1750.0,11.0,Nissan,Evalia,XV,Bensin,Automatic,MPV,4X2,Putih,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Mobil Mangga Dua Square
260000000.0,2013.0,57500.0,,12.0,BMW,X1,sDrive18i,Bensin,Automatic Triptonic,nan,nan,Hitam,nan,Jakarta Selatan,Jakarta D.K.I.,nan
615000000.0,2015.0,22500.0,1750.0,10.0,Mini Cooper,Mini Cooper,Lain-lain,Bensin,Automatic,Sedan,Rear Wheel Drive (RWD),Oranye,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Otomotif Sunter
75000000.0,2007.0,97500.0,1750.0,18.0,KIA,Sportage,LX,Bensin,Automatic,SUV,Front Wheel Drive (FWD),Hitam,Diler,Jakarta Timur,Jakarta D.K.I.,nan
198000000.0,2014.0,62500.0,1250.0,11.0,Honda,Jazz,RS,Bensin,Automatic,Hatchback,4X2,Abu-abu,Individu,Sleman Kab.,Yogyakarta D.I.,nan
56000000.0,1997.0,187500.0,1250.0,28.0,Suzuki,Katana,1.0,Bensin,Manual,Jeep,4X2,Merah,Individu,Bandung Kab.,Jawa Barat,nan
298000000.0,2015.0,72500.0,2500.0,10.0,Mazda,CX-5,Grand Touring,Bensin,Automatic,MPV,4X2,Abu-abu,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Mobil Mangga Dua Square
289000000.0,2015.0,37500.0,2500.0,10.0,Mazda,CX-5,Touring,Bensin,Automatic Triptonic,SUV,4X2,Putih,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Mobil Mangga Dua Square
435000000.0,2017.0,27500.0,2500.0,8.0,Mitsubishi,Pajero Sport,Dakar,Diesel,Automatic,SUV,Rear Wheel Drive (RWD),Putih,Diler,Surabaya Kota,Jawa Timur,Bursa Mobil BG Junction Surabaya
120000000.0,2014.0,32500.0,1250.0,11.0,Chevrolet,Spin,ACTIV,Bensin,Automatic Triptonic,SUV,Front Wheel Drive (FWD),Putih,Individu,Jakarta Pusat,Jakarta D.K.I.,nan
97900000.0,2013.0,32500.0,1250.0,12.0,Ford,Fiesta,EcoBoost S,Bensin,Automatic,Hatchback,4X2,Putih,Individu,Bekasi Kota,Jawa Barat,nan
110000000.0,2014.0,67500.0,1250.0,11.0,Ford,Fiesta,Sport,Bensin,Automatic Triptonic,Hatchback,4X2,Biru,Individu,Bekasi Kab.,Jawa Barat,nan
87000000.0,2013.0,82500.0,1250.0,12.0,Chevrolet,Spin,LT,Bensin,Manual,MPV,Front Wheel Drive (FWD),Hitam,Individu,Semarang Kota,Jawa Tengah,nan
167000000.0,2014.0,37500.0,1750.0,11.0,Subaru,XV,Premium,Bensin,Automatic Triptonic,SUV,All Wheel Drive (AWD),Silver,Individu,Surabaya Kota,Jawa Timur,nan
315000000.0,2012.0,27500.0,1750.0,13.0,BMW,Serie 5,520i,Bensin,Automatic,Sedan,4X2,Putih,Diler,Jakarta Pusat,Jakarta D.K.I.,Pasar Mobil Kemayoran
900000000.0,2014.0,17500.0,1750.0,11.0,Porsche,Cayenne,Turbo,Bensin,Automatic Triptonic,SUV,Rear Wheel Drive (RWD),Hitam,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Otomotif Sunter
53900000.0,2008.0,137500.0,1250.0,17.0,Hyundai,Avega,GX,Bensin,Manual,Sedan,Front Wheel Drive (FWD),Abu-abu,Diler,Jakarta Timur,Jakarta D.K.I.,Bursa Otomotif Sunter
132000000.0,2015.0,57500.0,1250.0,10.0,Honda,Mobilio,E,Bensin,Automatic,Minibus,4X2,Putih,Individu,Bandung Kota,Jawa Barat,nan
108000000.0,2012.0,67500.0,1250.0,13.0,Mazda,2,RZ,Bensin,Automatic,Hatchback,Front Wheel Drive (FWD),Hijau,Diler,Gunung Kidul Kab.,Yogyakarta D.I.,nan
1500000000.0,2016.0,12500.0,3000.0,9.0,Maserati,Ghibli,Lain-lain,Bensin,Automatic,Sedan,Rear Wheel Drive (RWD),Silver,Diler,Jakarta Selatan,Jakarta D.K.I.,Bursa Mobil Summarecon Serpong
95000000.0,2018.0,32500.0,1250.0,7.0,Daihatsu,Gran max Pick-up,Lain-lain,Bensin,Manual,Pick-up,Rear Wheel Drive (RWD),Hitam,Individu,Jambi Kota,Jambi,nan
375000000.0,2016.0,57500.0,2500.0,9.0,Hyundai,H-1,2.5 CRDi,Diesel,Automatic,Minibus,4X2,Silver,Individu,Jakarta Utara,Jakarta D.K.I.,nan
750000000.0,2014.0,212500.0,,11.0,Hino,R260,nan,Diesel,Manual,nan,nan,Biru,nan,Tangerang Selatan Kota,Banten,nan
80000000.0,2003.0,107500.0,1750.0,22.0,BMW,Serie 3,318i E46 1.9,Bensin,Automatic,Sedan,Rear Wheel Drive (RWD),Hitam,nan,Jakarta Selatan,Jakarta D.K.I.,nan
95000000.0,2012.0,52500.0,,13.0,Chevrolet,Spark,LT,Bensin,Manual,nan,nan,Hitam,Individu,Balikpapan Kota,Kalimantan Timur,nan
185000000.0,2011.0,52500.0,1250.0,14.0,Volkswagen,Golf,TSI,Bensin,Automatic Triptonic,Hatchback,Front Wheel Drive (FWD),Putih,Individu,Semarang Kota,Jawa Tengah,nan
125000000.0,2009.0,97500.0,2500.0,16.0,Isuzu,Elf Minibus,2.8 Minibus Diesel,Diesel,Manual,Bus,4X2,Silver,Individu,Pematangsiantar Kota,Sumatra Utara,nan
350000000.0,2015.0,17500.0,2500.0,10.0,Mitsubishi,Pajero Sport,2.5L Dakar,Diesel,Automatic Triptonic,SUV,4X2,Putih,Individu,Nganjuk Kab.,Jawa Timur,nan
