Harga,Tahun,Jarak_km,CC_mid,Usia_mobil,Merek,Model,Varian,Tipe bahan bakar,Transmisi,Tipe bodi,Sistem Penggerak,Warna,Tipe Penjual,KotaKab,Provinsi,Nama Bursa Mobil
134500000.0,2015.0,52500.0,1750.0,10.0,Honda,Mobilio,E Prestige,Bensin,Automatic,Minibus,Front Wheel Drive (FWD),Lainnya,Individu,Bogor Kota,Jawa Barat,nan
54000000.0,1996.0,202500.0,1750.0,29.0,BMW,Serie 3,318i 1.8,Bensin,Manual,Sedan,4X2,Silver,Individu,Bandung Kota,Jawa Barat,nan
212000000.0,2017.0,27500.0,1250.0,8.0,Mitsubishi,Xpander,SPORT A/T,Bensin,Automatic,MPV,nan,Abu-abu,Individu,Depok Kota,Jawa Barat,nan
129000000.0,2015.0,82500.0,1250.0,10.0,Ford,Ecosport,Titanium,Bensin,Automatic Triptonic,SUV,Front Wheel Drive (FWD),Abu-abu,Individu,Depok Kota,Jawa Barat,nan
122000000.0,2014.0,7500.0,,11.0,Daihatsu,Xenia,R 1.3 DLX,Bensin,Manual,MPV,nan,Silver,Individu,Padang Kota,Sumatra Barat,nan
75000000.0,2013.0,77500.0,1250.0,12.0,Chevrolet,Spin,LS,Bensin,Manual,MPV,Rear Wheel Drive (RWD),Coklat,Diler,Tangerang Kota,Banten,Bursa Mobil Summarecon Serpong
209000000.0,2013.0,82500.0,2500.0,12.0,Mazda,CX-5,Grand Touring,Bensin,Automatic,SUV,Front Wheel Drive (FWD),Hitam,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Mobil WTC Mangga Dua
190000000.0,2009.0,2500.0,2500.0,16.0,Nissan,Navara,Sports Version,Diesel,Automatic,Double Cabin,4X4,Silver,Individu,Bandar Lampung Kota,Lampung,nan
93000000.0,2013.0,87500.0,1250.0,12.0,Chevrolet,Spin,LTZ,Bensin,Automatic,Minibus,Rear Wheel Drive (RWD),Abu-abu,Individu,Klaten Kab.,Jawa Tengah,nan
97500000.0,2012.0,107500.0,1750.0,13.0,Ford,Fiesta,Sport,Bensin,Automatic,Hatchback,nan,Merah,Individu,Surabaya Kota,Jawa Timur,nan
35500000.0,1991.0,32500.0,1250.0,34.0,Mazda,Astina,Lain-lain,Bensin,Manual,MPV,4X2,Merah,Individu,Bandar Lampung Kota,Lampung,nan
69000000.0,2010.0,147500.0,1250.0,15.0,Hyundai,i20,1.4,Bensin,Manual,Compact & City Car,Rear Wheel Drive (RWD),Abu-abu,Diler,Bandung Kota,Jawa Barat,nan
43000000.0,1994.0,22500.0,2500.0,31.0,Honda,Accord,2.0,Bensin,Manual,Sedan,Front Wheel Drive (FWD),Hijau,Individu,Kulon Progo Kab.,Yogyakarta D.I.,nan
125000000.0,2014.0,97500.0,2500.0,11.0,Mitsubishi,Triton,HD-X,Diesel,Manual,Double Cabin,4X4,Putih,Individu,Balikpapan Kota,Kalimantan Timur,nan
164500000.0,2016.0,32500.0,1250.0,9.0,Hyundai,i20,1.4,Bensin,Automatic Triptonic,Hatchback,Front Wheel Drive (FWD),Putih,nan,Jakarta Timur,Jakarta D.K.I.,nan
123000000.0,2011.0,147500.0,1750.0,14.0,Chevrolet,Captiva,Lain-lain,Diesel,Automatic Triptonic,SUV,4X2,Putih,Individu,Jakarta Timur,Jakarta D.K.I.,Bursa Mobil POSH Bekasi
95000000.0,1999.0,232500.0,1750.0,26.0,BMW,Serie 3,318i E36 1.8,Bensin,Manual,Sedan,Rear Wheel Drive (RWD),Merah,Individu,Depok Kota,Jawa Barat,nan
170000000.0,2013.0,82500.0,2500.0,12.0,Isuzu,Elf Minibus,2.8 Minibus Diesel,Diesel,Manual,Minibus,Rear Wheel Drive (RWD),Lainnya,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
120000000.0,2015.0,47500.0,1250.0,10.0,Nissan,Livina,X-Gear,Bensin,Manual,Hatchback,4X2,Putih,Individu,Surabaya Kota,Jawa Timur,nan
1050000000.0,2010.0,22500.0,3000.0,15.0,Hummer,H3,Alpha V8,Bensin,Automatic,Minibus,Front Wheel Drive (FWD),Silver,Individu,Denpasar Kota,Bali,Carsentro Semarang
161800000.0,2019.0,2500.0,,6.0,Wuling,Confero S,nan,Bensin,Manual,nan,nan,Hitam,nan,Denpasar Kota,Bali,nan
155000000.0,2014.0,72500.0,,11.0,Toyota,Rush,TRD Sportivo,Bensin,Manual,nan,nan,Hitam,Individu,Bekasi Kota,Jawa Barat,nan
73000000.0,2010.0,82500.0,1250.0,15.0,KIA,Picanto,A/T,Bensin,Automatic,Compact & City Car,Front Wheel Drive (FWD),Silver,Individu,Bandung Kota,Jawa Barat,nan
51500000.0,2000.0,62500.0,1750.0,25.0,Toyota,Kijang,LSX,Bensin,Manual,Minibus,4X2,Biru,Individu,Jakarta Barat,Jakarta D.K.I.,nan
180000000.0,2013.0,57500.0,1750.0,12.0,Mazda,Biante,2.0 SKYACTIV,Bensin,Automatic,MPV,4X2,Putih,Diler,Jakarta Selatan,Jakarta D.K.I.,Bursa Gading Auto Center
78000000.0,2011.0,72500.0,1250.0,14.0,Ford,Fiesta,Trend,Bensin,Automatic,Minibus,4X2,Ungu,Diler,Jakarta Timur,Jakarta D.K.I.,nan
29500000.0,1994.0,87500.0,1750.0,31.0,Volvo,960,Lain-lain,Bensin,Automatic Triptonic,Sedan,Rear Wheel Drive (RWD),Hitam,Individu,Medan Kota,Sumatra Utara,nan
115000000.0,2013.0,82500.0,1250.0,12.0,Daihatsu,Xenia,R 1.3 Sporty,Bensin,Manual,Minibus,4X2,Abu-abu,Individu,Palembang Kota,Sumatra Selatan,nan
20000000.0,2000.0,27500.0,1250.0,25.0,Timor,SOHC,1.3,Bensin,Manual,Sedan,4X2,Lainnya,Individu,Denpasar Kota,Bali,nan
105000001.0,2011.0,77500.0,1250.0,14.0,Toyota,Yaris,E,Bensin,Manual,Compact & City Car,Front Wheel Drive (FWD),Putih,Diler,Surabaya Kota,Jawa Timur,nan
95000000.0,2011.0,87500.0,1250.0,14.0,Mazda,2,R,Bensin,Automatic,Hatchback,4X2,Merah,nan,Bekasi Kota,Jawa Barat,nan
629000000.0,2014.0,32500.0,1750.0,11.0,Mini Cooper,Mini Cooper,Lain-lain,Bensin,Automatic Triptonic,nan,nan,Oranye,nan,Denpasar Kota,Bali,nan
65000000.0,1997.0,57500.0,2500.0,28.0,Isuzu,Panther,2.5,Diesel,Manual,Minibus,Front Wheel Drive (FWD),Biru,Individu,Medan Kota,Sumatra Utara,nan
95000000.0,2009.0,32500.0,1750.0,16.0,Nissan,Grand livina,Lain-lain,Bensin,Manual,MPV,Front Wheel Drive (FWD),Abu-abu,Individu,Bukittinggi Kota,Sumatra Barat,nan
96000000.0,2016.0,32500.0,1250.0,9.0,Suzuki,Wagon R,Lain-lain,Bensin,Automatic Triptonic,Compact & City Car,Front Wheel Drive (FWD),Silver,Individu,Kediri Kota,Jawa Timur,nan
100000000.0,2012.0,77500.0,,13.0,Nissan,Evalia,XV,Bensin,Automatic,nan,nan,Marun,Individu,Tangerang Selatan Kota,Banten,nan
97000000.0,2014.0,42500.0,,11.0,KIA,Picanto,Lain-lain,Bensin,Manual,nan,nan,Putih,Individu,Bantul Kab.,Yogyakarta D.I.,nan
70000000.0,2000.0,107500.0,2500.0,25.0,Isuzu,Panther,2.5,Diesel,Manual,MPV,4X2,Merah,Individu,Jombang  Kab.,Jawa Timur,nan
2870000000.0,2014.0,27500.0,3000.0,11.0,Land Rover,Range Rover Sport,Autobiography,Bensin,Automatic Triptonic,MPV,4X4,Hitam,Individu,Tangerang Kab.,Banten,nan
325000000.0,2016.0,27500.0,2500.0,9.0,Mazda,CX-5,Grand Touring,Bensin,Automatic,SUV,4X2,Putih,Individu,Sleman Kab.,Yogyakarta D.I.,nan
289000000.0,2010.0,47500.0,3000.0,15.0,BMW,X5,xDrive30d,Bensin,Automatic Triptonic,SUV,4X4,Abu-abu,Diler,Jakarta Pusat,Jakarta D.K.I.,Pasar Mobil Kemayoran
72000000.0,2001.0,172500.0,2500.0,24.0,Isuzu,Panther,LM,Diesel,Manual,Minibus,Rear Wheel Drive (RWD),Biru,Individu,Sidoarjo  Kab.,Jawa Timur,nan
122500000.0,2013.0,67500.0,1750.0,12.0,Suzuki,Ertiga,GL,Bensin,Manual,MPV,Front Wheel Drive (FWD),Silver,Individu,Sragen Kab.,Jawa Tengah,nan
305000000.0,2013.0,47500.0,1750.0,12.0,Mercedes-Benz,C-Class,C200,Bensin,Automatic Triptonic,Sedan,Rear Wheel Drive (RWD),Putih,Diler,Malang Kota,Jawa Timur,nan
131000000.0,2014.0,12500.0,1250.0,11.0,Honda,Mobilio,E,Bensin,Manual,nan,nan,Silver,Individu,Bogor Kota,Jawa Barat,nan
105000000.0,2013.0,52500.0,1250.0,12.0,Chevrolet,Spin,LTZ,Bensin,Manual,Minibus,4X2,Hitam,nan,Makassar Kota,Sulawesi Selatan,nan
315000000.0,2013.0,37500.0,,12.0,Mercedes-Benz,A-Class,nan,Bensin,Automatic,nan,nan,Putih,Diler,Jakarta Barat,Jakarta D.K.I.,Bursa Mobil Bintaro
248000000.0,2015.0,62500.0,1750.0,10.0,Honda,CR-V,nan,Bensin,Automatic,SUV,nan,Putih,nan,Bekasi Kota,Jawa Barat,nan
46000000.0,1994.0,300000.0,1750.0,31.0,Jeep,Jeep,Lain-lain,Bensin,Manual,Jeep,4X2,Lainnya,Individu,Sidoarjo  Kab.,Jawa Timur,nan
84000000.0,2013.0,12500.0,1250.0,12.0,KIA,Picanto,M/T,Bensin,Manual,Compact & City Car,Front Wheel Drive (FWD),Biru,Individu,Kediri  Kab.,Jawa Timur,nan
900000000.0,2014.0,22500.0,2500.0,11.0,Jeep,Renegade,Lain-lain,Bensin,Automatic,Jeep,4X4,Hitam,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Otomotif Sunter
505000000.0,2015.0,27500.0,1250.0,10.0,Mini Cooper,Mini Cooper,Lain-lain,Bensin,Automatic,Coupe,nan,Oranye,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Otomotif Sunter
125000000.0,2014.0,62500.0,1250.0,11.0,Daihatsu,Xenia,R 1.3 Sporty,Bensin,Automatic,SUV,4X2,Hitam,Diler,Tangerang Selatan Kota,Banten,Bursa Mobil Summarecon Serpong
75000000.0,2014.0,42500.0,1250.0,11.0,Datsun,Go+,Panca T,Bensin,Manual,Minibus,4X2,Coklat,Individu,Karawang Kab.,Jawa Barat,nan
125000000.0,2010.0,132500.0,1750.0,15.0,Chevrolet,Captiva,Lain-lain,Diesel,Automatic,SUV,4X2,Merah,Individu,Jakarta Utara,Jakarta D.K.I.,nan
275000000.0,2009.0,62500.0,2500.0,16.0,Audi,Audi A8,V6 2.8,Bensin,Automatic Triptonic,Sedan,4X2,Hitam,Diler,Jakarta Selatan,Jakarta D.K.I.,Bursa Otomotif Sunter
17000000.0,1996.0,300000.0,1250.0,29.0,Ford,laser,Lain-lain,Bensin,Manual,Sedan,4X2,Hitam,Individu,Kampar Kab.,Riau,nan
250000000.0,2013.0,62500.0,2500.0,12.0,Mazda,CX-5,Touring,Bensin,Automatic,SUV,Front Wheel Drive (FWD),Putih,Individu,Balikpapan Kota,Kalimantan Timur,nan
79999999.0,2010.0,17500.0,,15.0,Daihatsu,Luxio,M,Bensin,Manual,nan,nan,Abu-abu,Individu,Kebumen Kab.,Jawa Tengah,nan
115000000.0,2014.0,42500.0,1250.0,11.0,Nissan,Evalia,XV,Bensin,Automatic,Minibus,Front Wheel Drive (FWD),Silver,Individu,Bekasi Kab.,Jawa Barat,nan
90000000.0,,300000.0,1250.0,,Klasik dan Antik,Klasik dan Antik,Lain-lain,Bensin,Manual,Classic Car,4X4,Merah,Individu,Semarang Kota,Jawa Tengah,nan
108000000.0,2001.0,142500.0,2500.0,24.0,Mercedes-Benz,C-Class,C240,Bensin,Automatic,Sedan,Rear Wheel Drive (RWD),Silver,Individu,Bekasi Kota,Jawa Barat,nan
70000000.0,2007.0,87500.0,2500.0,18.0,Isuzu,Panther,2.5,Diesel,Manual,Pick-up,4X2,Biru,Individu,Surabaya Kota,Jawa Timur,nan
210000000.0,2015.0,127500.0,3000.0,10.0,Isuzu,Elf Minibus,Lain-lain,Diesel,Manual,Bus,4X2,Coklat,Individu,Bandung Barat Kab.,Jawa Barat,nan
119000000.0,2001.0,72500.0,3000.0,24.0,Mercedes-Benz,ML-Class,ML320,Bensin,Automatic,SUV,Front Wheel Drive (FWD),Biru,Diler,Bandung Kota,Jawa Barat,nan
60000000.0,1996.0,202500.0,3000.0,29.0,Volvo,960,Lain-lain,Bensin,Automatic,Sedan,Rear Wheel Drive (RWD),Hitam,Individu,Bogor Kota,Jawa Barat,nan
145000000.0,2005.0,102500.0,2500.0,20.0,Toyota,Alphard,G,Bensin,Automatic,Minibus,nan,Emas,Diler,Bekasi Kota,Jawa Barat,nan
85000000.0,2005.0,212500.0,2500.0,20.0,BMW,Serie 5,523i E60 2.5 L6,Bensin,Automatic Triptonic,Sedan,Rear Wheel Drive (RWD),Hitam,Individu,Jakarta Timur,Jakarta D.K.I.,nan
85750000.0,2009.0,97500.0,1250.0,16.0,Volkswagen,Polo,1.4,Bensin,Automatic Triptonic,Hatchback,Front Wheel Drive (FWD),Putih,Individu,Bandung Kab.,Jawa Barat,nan
98500000.0,2010.0,72500.0,1250.0,15.0,Mazda,2,Limited Edition,Bensin,Manual,Sedan,4X2,Silver,nan,Makassar Kota,Sulawesi Selatan,nan
95000000.0,2014.0,47500.0,1250.0,11.0,Chevrolet,Spin,LTZ,Bensin,Manual,MPV,4X4,Hitam,Individu,Jakarta Barat,Jakarta D.K.I.,Bursa Mobil Mangga Dua Square
69000000.0,2000.0,32500.0,2500.0,25.0,Toyota,Kijang,2.4,Diesel,Manual,nan,nan,Hijau,Individu,Batu Kota,Jawa Timur,nan
30000000.0,1997.0,22500.0,1250.0,28.0,Timor,S515i,1.5 DOHC,Bensin,Manual,Sedan,nan,Biru,Individu,Pelalawan Kab.,Riau,nan
117000000.0,2009.0,102500.0,1750.0,16.0,Honda,CR-V,2.0,Bensin,Automatic,SUV,nan,Hitam,nan,Bekasi Kota,Jawa Barat,nan
438050000.0,2019.0,2500.0,,6.0,Toyota,Fortuner,nan,Diesel,Automatic,nan,nan,Lainnya,nan,Jakarta Timur,Jakarta D.K.I.,nan
139000000.0,2016.0,62500.0,1250.0,9.0,Nissan,Livina,Lain-lain,Bensin,Manual,MPV,4X2,Hitam,Individu,Bandung Kab.,Jawa Barat,nan
125199999.0,2016.0,52500.0,,9.0,Mitsubishi,L300,nan,Diesel,Manual,nan,nan,Hitam,nan,Jakarta Barat,Jakarta D.K.I.,nan
137000000.0,2016.0,32500.0,1250.0,9.0,Daihatsu,Xenia,R 1.3 STD,Bensin,Manual,MPV,4X2,Hitam,Diler,Pekanbaru Kota,Riau,nan
129000000.0,2014.0,77500.0,1250.0,11.0,Toyota,Avanza,Veloz,Bensin,Automatic,MPV,4X2,Silver,Individu,Yogyakarta Kota,Yogyakarta D.I.,nan
105000000.0,2011.0,182500.0,1750.0,14.0,Suzuki,APV,Lain-lain,Bensin,Manual,Minibus,4X2,Abu-abu,Diler,Pekanbaru Kota,Riau,nan
105000000.0,2003.0,37500.0,2500.0,22.0,Isuzu,Panther,LV,Bensin,Manual,MPV,4X2,Coklat,Diler,Cirebon Kota,Jawa Barat,nan
92500000.0,2007.0,137500.0,1250.0,18.0,Suzuki,Swift,GT,Bensin,Automatic,Compact & City Car,nan,Hitam,Individu,Tangerang Kota,Banten,nan
39000000.0,1997.0,97500.0,,28.0,Honda,City,1.5 Exi,Bensin,Manual,nan,Front Wheel Drive (FWD),Abu-abu,Individu,Bandung Kota,Jawa Barat,nan
1635000000.0,2017.0,2500.0,2500.0,8.0,Mercedes-Benz,GLE-Class,GLE43 AMG,Bensin,Automatic,SUV,4X2,Hitam,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
141500000.0,2015.0,52500.0,1250.0,10.0,Suzuki,Ertiga,GL,Bensin,Manual,SUV,4X2,Putih,Individu,Sidoarjo  Kab.,Jawa Timur,nan
93000000.0,2006.0,142500.0,1750.0,19.0,Toyota,Yaris,E,Bensin,Automatic,Compact & City Car,4X2,Hitam,nan,Semarang Kota,Jawa Tengah,nan
88000000.0,1998.0,102500.0,2500.0,27.0,Mercedes-Benz,E-Class,E230,Bensin,Automatic,Sedan,Rear Wheel Drive (RWD),Hitam,nan,Tangerang Selatan Kota,Banten,nan
117000000.0,2012.0,67500.0,1250.0,13.0,Mazda,2,V,Bensin,Automatic,Hatchback,Front Wheel Drive (FWD),Silver,Individu,Depok Kota,Jawa Barat,nan
350000000.0,,2500.0,,,Mini Cooper,Mini Cooper,Lain-lain,Bensin,Manual,nan,nan,Hitam,Individu,Malang Kota,Jawa Timur,nan
270000000.0,1993.0,152500.0,2500.0,32.0,Mitsubishi,Pajero,Lain-lain,Diesel,Automatic,Jeep,4X4,Hijau,Individu,Bandung Kota,Jawa Barat,nan
30000000.0,2007.0,32500.0,1750.0,18.0,Daihatsu,Espass,Lain-lain,Bensin,Manual,Pick-up,4X2,Hitam,Individu,Purwakarta Kab.,Jawa Barat,nan
100000000.0,2015.0,57500.0,1250.0,10.0,Chevrolet,Spin,LS,Bensin,Manual,Minibus,Front Wheel Drive (FWD),Abu-abu,Individu,Makassar Kota,Sulawesi Selatan,nan
88000000.0,2010.0,132500.0,1250.0,15.0,Nissan,Grand livina,Lain-lain,Bensin,Manual,Hatchback,Front Wheel Drive (FWD),Silver,Individu,Bandung Kab.,Jawa Barat,nan
52000000.0,2005.0,157500.0,1750.0,20.0,KIA,Carens II,Lain-lain,Bensin,Automatic,MPV,nan,Hitam,Individu,Depok Kota,Jawa Barat,nan
125000000.0,2010.0,127500.0,1750.0,15.0,Chevrolet,Captiva,Lain-lain,Diesel,Automatic Triptonic,SUV,4X2,Hitam,Individu,Kab. Badung,Bali,nan
80000000.0,2014.0,102500.0,1000.0,11.0,Suzuki,Karimun,GX,Bensin,Manual,MPV,4X2,Abu-abu,Individu,Makassar Kota,Sulawesi Selatan,nan
238000000.0,2017.0,22500.0,3000.0,8.0,Hino,Dutro,300 Series,Diesel,Manual,Truk,4X2,Hijau,nan,Semarang Kota,Jawa Tengah,nan
110000000.0,2018.0,22500.0,1250.0,7.0,Mitsubishi,Xpander,ULTIMATE A/T,Bensin,Automatic,MPV,4X2,Putih,Individu,Tangerang Kab.,Banten,nan
575000000.0,2012.0,12500.0,2500.0,13.0,Mercedes-Benz,E-Class,E250,Bensin,Automatic Triptonic,Coupe,4X2,Putih,Individu,Jakarta Selatan,Jakarta D.K.I.,nan
70000000.0,2014.0,177500.0,1250.0,11.0,Daihatsu,Gran max,Lain-lain,Bensin,Manual,Van,nan,Putih,Individu,Tangerang Kab.,Banten,nan
50000000.0,2007.0,42500.0,1250.0,18.0,Suzuki,Futura,Lain-lain,Bensin,Manual,Pick-up,nan,Putih,Individu,Jakarta Timur,Jakarta D.K.I.,nan
148000000.0,2009.0,112500.0,2500.0,16.0,Ford,Ranger,Hi-Rider XLT,Diesel,Automatic,Double Cabin,4X2,Hitam,Individu,Malang Kota,Jawa Timur,nan
62000000.0,2003.0,257500.0,2500.0,22.0,KIA,Sedona,Lain-lain,Bensin,Automatic,MPV,Front Wheel Drive (FWD),Hitam,Individu,Karawang Kab.,Jawa Barat,nan
85000000.0,2014.0,62500.0,2500.0,11.0,Honda,CR-V,2.4 i-VTEC,Bensin,Automatic Triptonic,SUV,Front Wheel Drive (FWD),Abu-abu,Individu,Jakarta Timur,Jakarta D.K.I.,nan
83000000.0,2008.0,77500.0,1750.0,17.0,Toyota,Avanza,S,Bensin,Automatic,MPV,Front Wheel Drive (FWD),Hitam,Individu,Jakarta Barat,Jakarta D.K.I.,nan
75000000.0,2011.0,32500.0,1250.0,14.0,Daihatsu,Xenia,Li Deluxe,Bensin,Manual,Minibus,Rear Wheel Drive (RWD),Silver,Diler,Tangerang Kab.,Banten,nan
110000000.0,2013.0,117500.0,1250.0,12.0,Chevrolet,Spin,LT,Diesel,Manual,MPV,Front Wheel Drive (FWD),Putih,Individu,Depok Kota,Jawa Barat,nan
299000000.0,2015.0,57500.0,2500.0,10.0,Mazda,CX-5,Grand Touring,Bensin,Automatic,nan,4X2,Merah,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Mobil WTC Mangga Dua
240000000.0,2015.0,52500.0,2500.0,10.0,Nissan,X-Trail,Lain-lain,Diesel,Automatic Triptonic,SUV,4X2,Abu-abu,nan,Surabaya Kota,Jawa Timur,nan
215000000.0,2017.0,17500.0,1250.0,8.0,Chevrolet,Trax,LTZ,Bensin,Automatic,SUV,4X2,Hitam,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Mobil WTC Mangga Dua
29900000.0,2001.0,112500.0,2500.0,24.0,Volvo,S80,Lain-lain,Bensin,Automatic Triptonic,Sedan,Rear Wheel Drive (RWD),Hitam,Individu,Bandung Kota,Jawa Barat,nan
350000000.0,2014.0,47500.0,2500.0,11.0,Isuzu,Lain-lain,Lain-lain,Diesel,Manual,Minibus,4X2,Putih,Individu,Pamekasan Kab.,Jawa Timur,nan
230000000.0,2013.0,97500.0,2500.0,12.0,Honda,CR-V,2.4 Prestige,Bensin,Automatic,SUV,Front Wheel Drive (FWD),Putih,Individu,Surabaya Kota,Jawa Timur,nan
37000000.0,1990.0,132500.0,2500.0,35.0,BMW,Serie 5,520i,Bensin,Manual,Sedan,4X2,Hitam,Individu,Jakarta Barat,Jakarta D.K.I.,nan
615000000.0,2012.0,22500.0,,13.0,Mercedes-Benz,SLK-Class,SLK200,Bensin,Automatic,nan,nan,Hitam,Diler,Jakarta Selatan,Jakarta D.K.I.,nan
120000000.0,2014.0,87500.0,1250.0,11.0,Ford,Fiesta,Sport+,Bensin,Manual,Hatchback,Front Wheel Drive (FWD),Merah,Individu,Jembrana Kab.,Bali,nan
170000000.0,2018.0,12500.0,1250.0,7.0,Toyota,Avanza,Veloz,Bensin,Manual,MPV,nan,Hitam,Individu,Tangerang Kab.,Banten,nan
105000000.0,2009.0,127500.0,2500.0,16.0,Ford,Ranger,Base,Diesel,Manual,Jeep,4X4,Hitam,Individu,Semarang Kota,Jawa Tengah,nan
1175000000.0,2014.0,37500.0,2500.0,11.0,Mercedes-Benz,S-Class,S400 L,Bensin,Automatic Triptonic,Sedan,nan,Hitam,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Otomotif Sunter
83000000.0,2008.0,102500.0,,17.0,Suzuki,SX4,Cross Over,Bensin,Automatic,Hatchback,Front Wheel Drive (FWD),Oranye,Diler,Jakarta Utara,Jakarta D.K.I.,Bursa Mobil WTC Mangga Dua
117000000.0,2012.0,72500.0,1250.0,13.0,Toyota,Avanza,Luxury Veloz,Bensin,Automatic,MPV,4X2,Putih,nan,Bekasi Kota,Jawa Barat,nan
189000000.0,2009.0,107500.0,1750.0,16.0,Mercedes-Benz,C-Class,C200K,Bensin,Automatic,Sedan,4X2,Hitam,Individu,Yogyakarta Kota,Yogyakarta D.I.,nan
125000000.0,1999.0,300000.0,3000.0,26.0,Hino,SG,Lain-lain,Diesel,Manual,Truk,nan,Hijau,Individu,Jakarta Timur,Jakarta D.K.I.,nan
55000000.0,2007.0,102500.0,1250.0,18.0,Hyundai,Avega,SG,Bensin,Manual,Minibus,Front Wheel Drive (FWD),Emas,Individu,Tangerang Kota,Banten,nan
199000000.0,2013.0,32500.0,1250.0,12.0,Volkswagen,Tiguan,nan,Bensin,Automatic Triptonic,SUV,nan,Putih,nan,Jakarta Pusat,Jakarta D.K.I.,nan
93000000.0,2005.0,102500.0,1750.0,20.0,Honda,CR-V,Lain-lain,Bensin,Automatic,nan,nan,Hitam,Individu,Surakarta Kota,Jawa Tengah,nan
207500000.0,2016.0,52500.0,1250.0,9.0,Mazda,2,GT,Bensin,Automatic,Compact & City Car,Front Wheel Drive (FWD),Abu-abu,Diler,Surabaya Kota,Jawa Timur,nan
90000000.0,2014.0,42500.0,1250.0,11.0,Mitsubishi,Mirage,GLX,Bensin,Manual,Compact & City Car,Front Wheel Drive (FWD),Putih,Individu,Surakarta Kota,Jawa Tengah,nan
305000000.0,2019.0,7500.0,1250.0,6.0,Wuling,Lain-lain,Lain-lain,Bensin,Automatic,SUV,4X2,Silver,Diler,Surabaya Kota,Jawa Timur,Bursa Mobil BG Junction Surabaya
70000000.0,1996.0,157500.0,1750.0,29.0,Daihatsu,Taft,GT,Diesel,Manual,Jeep,4X4,Hitam,Individu,Langkat Kab.,Sumatra Utara,nan
270000000.0,2013.0,197500.0,2500.0,12.0,Isuzu,Elf Minibus,2.8 Minibus Diesel,Diesel,Manual,Minibus,4X2,Hitam,Individu,Lumajang Kab.,Jawa Timur,nan
227000000.0,2018.0,12500.0,1750.0,7.0,Wuling,Cortez,1.8,Bensin,Automatic,MPV,nan,Hitam,Diler,Lumajang Kab.,Jawa Timur,nan
427000000.0,2016.0,62500.0,2500.0,9.0,Mitsubishi,Pajero Sport,Dakar,Diesel,Automatic,MPV,nan,Putih,Diler,Sidoarjo  Kab.,Jawa Timur,nan
132000000.0,2013.0,52500.0,3000.0,12.0,Isuzu,Lain-lain,Lain-lain,Diesel,Manual,Truk,4X2,Putih,Individu,Kepulauan Seribu,Jakarta D.K.I.,nan
119000000.0,2014.0,37500.0,1250.0,11.0,Ford,Ecosport,Titanium,Bensin,Automatic,Jeep,4X2,Oranye,Diler,Bandung Kota,Jawa Barat,nan
124000000.0,2004.0,97500.0,1750.0,21.0,Volkswagen,Golf,FSI,Bensin,Automatic,nan,nan,Abu-abu,Diler,Jakarta Selatan,Jakarta D.K.I.,Bursa Mobil Blok M Square
118000000.0,2014.0,92500.0,1250.0,11.0,Chevrolet,Spin,LTZ,Bensin,Automatic,MPV,Front Wheel Drive (FWD),Hitam,Diler,Surabaya Kota,Jawa Timur,Bursa Mobil DTC
695000000.0,2018.0,2500.0,2500.0,7.0,BMW,Serie 3,320i Luxury,Bensin,Automatic,Sedan,Rear Wheel Drive (RWD),Hitam,Diler,Jakarta Selatan,Jakarta D.K.I.,nan
725000000.0,2011.0,300000.0,,14.0,Hino,Lain-lain,Lain-lain,Bensin,Manual,Bus,nan,Lainnya,Individu,Magelang Kota,Jawa Tengah,nan
73500000.0,2004.0,172500.0,2500.0,21.0,KIA,Sedona,GS,Bensin,Automatic,MPV,Front Wheel Drive (FWD),Hitam,Individu,Boyolali Kab.,Jawa Tengah,nan
135000000.0,2011.0,142500.0,,14.0,Ford,Everest,nan,Diesel,Manual,nan,nan,Hitam,nan,Bogor Kota,Jawa Barat,nan
29000000.0,1993.0,182500.0,1750.0,32.0,Mitsubishi,Galant,Lain-lain,Bensin,Manual,Sedan,4X2,Hijau,Individu,Bandung Kota,Jawa Barat,nan
110000000.0,2015.0,22500.0,1250.0,10.0,Mitsubishi,Mirage,GLX,Bensin,Manual,nan,nan,Putih,Individu,Pati Kab.,Jawa Tengah,nan
23000000.0,1995.0,202500.0,1250.0,30.0,Mazda,Vantrend,Lain-lain,Bensin,Manual,Sedan,nan,Hijau,Individu,Surabaya Kota,Jawa Timur,nan
59500000.0,1991.0,212500.0,1750.0,34.0,BMW,Serie 3,318i E30 1.8,Bensin,Manual,Sedan,Rear Wheel Drive (RWD),Putih,Individu,Bandung Kota,Jawa Barat,nan
1200000000.0,2013.0,37500.0,3000.0,12.0,Porsche,Cayman,2.9,Hybrid,Automatic Triptonic,Sports & Super Car,Rear Wheel Drive (RWD),Putih,Individu,Bangka Selatan Kab.,Bangka Belitung,nan
125000000.0,2012.0,87500.0,1250.0,13.0,Mazda,2,R,Bensin,Manual,Compact & City Car,4X2,Biru,Individu,Jambi Kota,Jambi,nan
